run_id,timestamp,dataset_name,split,domain,student_name,student_backbone,student_ckpt,train_method,image_id,image_path,condition,student_miou,student_risk,student_pixel_acc,student_msp,student_msp_std,student_entropy,student_entropy_std,temp_msp,temp_entropy,energy_score,max_logit,low_conf_frac_050,low_conf_frac_070,n_valid_pixels,student_latency_ms,guardrail_latency_ms,teacher_latency_ms,student_miou_near,student_risk_near,n_near_pixels,student_miou_dynamic,student_risk_dynamic,n_dynamic_pixels,mc_entropy,mc_mutual_info,mc_dropout_latency_ms,guardrailpp_utility_dense_bce,guardrailpp_keep_dense_bce,guardrailpp_utility_dense_bce_q90,guardrailpp_utility_dense_bce_q95,guardrailpp_utility_dense_gap_raw,guardrailpp_utility_dense_gap,guardrailpp_keep_dense_gap,guardrailpp_utility_dense_gap_q90,guardrailpp_utility_dense_gap_q95,guardrailpp_utility_scalar,guardrailpp_utility,guardrailpp_keep,guardrail_risk,guardrail_keep,teacher_miou,teacher_risk,teacher_pixel_acc,teacher_miou_near,teacher_risk_near,teacher_benefit_near,teacher_miou_dynamic,teacher_risk_dynamic,teacher_benefit_dynamic,teacher_gain,teacher_benefit,teacher_gap,student_better_gap,oracle_keep,oracle_fail,disagreement_rate,confident_wrong_teacher_right,n_confident_pixels
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000761_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000761_rgb_anon.png,fog,0.4647433315869557,0.5352566684130442,0.9648255705833436,0.9870193600654602,0.0605873316526412,0.0391068533062934,0.1499014794826507,0.9571481943130492,0.1614226996898651,-6.8102874755859375,6.794560432434082,0.0030582821927964,0.0150789152830839,240004,4.460704512894154,12.323206989094617,11.725829041097311,0.3508971410951217,0.6491028589048783,68692,0.9872386641325008,0.0127613358674992,3683,0.0403737165033817,0.0006173282745294,16.043794283177704,0.0504332482814788,0.9495667517185212,0.2527118921279907,0.3524811565876007,0.080571137368679,0.5201318860054016,0.4798681139945984,0.5746220350265503,0.6099282503128052,0.5097153782844543,0.5201318860054016,0.4798681139945984,0.5201318860054016,0.4798681139945984,0.5375706186848475,0.4624293813151525,0.9719504714012146,0.4543659071314443,0.5456340928685557,0.1034687660363226,0.9945696443117024,0.0054303556882976,0.0073309801792016,0.0728272870978916,0.0728272870978916,0.018678855150938,0.011553973890841,0.9271727129021085,0.0728272870978916,0.0333119444549083,0.0109456507489085,231108
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000769_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000769_rgb_anon.png,fog,0.4645142161868513,0.5354857838131487,0.8989671468734741,0.9718812704086304,0.091955080628395,0.07626473903656,0.215137094259262,0.9269479513168336,0.2480994313955307,-6.6236748695373535,6.588806629180908,0.0075032296590507,0.0377207808196544,249226,4.460704512894154,12.323206989094617,11.725829041097311,0.3577632285076239,0.6422367714923761,81531,0.5128662667890901,0.4871337332109099,5294,0.0777938887476921,0.0009498830186203,16.043794283177704,0.0332637354731559,0.966736264526844,0.1011015921831131,0.2294486314058303,0.0390695519745349,0.509766161441803,0.490233838558197,0.5218198299407959,0.558083713054657,0.506348192691803,0.509766161441803,0.490233838558197,0.509766161441803,0.490233838558197,0.6853635691051654,0.3146364308948346,0.9608467221260072,0.6232285982148763,0.3767714017851237,0.2654653697072524,0.6755742012034918,0.3244257987965082,0.1627079344144016,0.2208493529183141,0.2208493529183141,0.0714612379670143,0.0095816645771265,0.7791506470816859,0.2208493529183141,0.0860985592007637,0.0469573773443698,229205
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000775_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000775_rgb_anon.png,fog,0.5158953249330934,0.4841046750669066,0.9069414138793944,0.9742382764816284,0.0807576403021812,0.0691998079419136,0.1756827384233474,0.9312443137168884,0.2242487967014312,-6.687955379486084,6.657279014587402,0.002477774163708,0.0300415121018886,249821,4.460704512894154,12.323206989094617,11.725829041097311,0.5144555217432141,0.4855444782567859,82341,0.3105590062111801,0.68944099378882,905,0.0706116184592247,0.0007452453719452,16.043794283177704,0.0360510013997554,0.9639489986002444,0.1319882571697235,0.2398972511291504,0.0355399884283542,0.508884072303772,0.491115927696228,0.5264527797698975,0.5534124374389648,0.4977404475212097,0.508884072303772,0.491115927696228,0.508884072303772,0.491115927696228,0.6891087084176739,0.3108912915823261,0.9629095196723938,0.6890698008813037,0.3109301991186963,0.1746142791380895,0.6126708074534162,0.3873291925465838,0.3021118012422361,0.1732133834845804,0.1732133834845804,0.0690094158053398,0.0130413379520177,0.8267866165154195,0.1732133834845804,0.0875546932220459,0.0529779344797134,230577
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000781_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000781_rgb_anon.png,fog,0.4674217784304775,0.5325782215695225,0.8641480207443237,0.9735042452812196,0.0866528823971748,0.0699876472353935,0.1946284174919128,0.9353254437446594,0.2081331312656402,-6.547832489013672,6.515608787536621,0.0048949322663247,0.0347045175731182,254549,4.460704512894154,12.323206989094617,11.725829041097311,0.3389459245877481,0.6610540754122518,83034,0.4722513089005236,0.5277486910994764,5730,0.0713171511888504,0.0011670169187709,16.043794283177704,0.0389107875525951,0.9610892124474048,0.1451745629310608,0.2997055053710937,0.0519827343523502,0.5129927396774292,0.4870072603225708,0.5316156148910522,0.5817139148712158,0.5032843947410583,0.5129927396774292,0.4870072603225708,0.5129927396774292,0.4870072603225708,0.6402622560907931,0.3597377439092069,0.961158812046051,0.451559904220693,0.548440095779307,0.1126139796329448,0.3054682955206515,0.6945317044793484,0.0,0.1728404776603156,0.1728404776603156,0.1063213795423507,0.0093105854466557,0.8271595223396844,0.1728404776603156,0.1253354102373123,0.0717857927083969,233696
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000788_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000788_rgb_anon.png,fog,0.4178281694441855,0.5821718305558146,0.8777323961257935,0.9670796394348145,0.0981637686491012,0.0876564607024192,0.2256704121828079,0.9210435152053832,0.25380739569664,-6.499698162078857,6.4590253829956055,0.0078835459426045,0.0438355803489685,247858,3.7482724874280393,12.319061730522662,11.71856903238222,0.3097308387072671,0.6902691612927329,75477,0.2646268132467274,0.7353731867532727,2978,0.0898566171526908,0.001437428407371,11.966352234594524,0.0464454665780067,0.9535545334219931,0.1881780326366424,0.3384552299976349,0.0489794313907623,0.5122424364089966,0.4877575635910034,0.5347840189933777,0.5862333178520203,0.4989768862724304,0.5122424364089966,0.4877575635910034,0.5122424364089966,0.4877575635910034,0.5376351220963438,0.4623648779036562,0.9570479393005372,0.3647673695907821,0.6352326304092178,0.055036530883515,0.2383275928052047,0.7616724071947952,0.0,0.1198069526521583,0.1198069526521583,0.0885426327586174,0.0092270569875836,0.8801930473478417,0.1198069526521583,0.1058912724256515,0.0602441690862178,223497
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000798_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000798_rgb_anon.png,fog,0.2802213851826438,0.7197786148173562,0.7824612855911255,0.979312002658844,0.0714771375060081,0.0649962574243545,0.1737367361783981,0.9290911555290222,0.254980206489563,-6.077953338623047,6.053398132324219,0.0037399195134639,0.0223499163985252,256690,3.7482724874280393,12.319061730522662,11.71856903238222,0.1636962016919053,0.8363037983080946,83067,0.5256998428623112,0.4743001571376888,26697,0.0673303455114364,0.0010656209196895,11.966352234594524,0.0685686394572258,0.9314313605427742,0.290522038936615,0.4301691651344299,0.0976011455059051,0.5243809223175049,0.4756190776824951,0.5876309275627136,0.6445271968841553,0.4985581636428833,0.5243809223175049,0.4756190776824951,0.5243809223175049,0.4756190776824951,0.572281397443931,0.4277186025560689,0.9550819993019104,0.4882342984115058,0.5117657015884942,0.3245380967196004,0.6386705380312324,0.3613294619687676,0.1129706951689212,0.2920600122612872,0.2920600122612872,0.1771280467510223,0.0045073824003338,0.7079399877387128,0.2920600122612872,0.2047372311353683,0.1398184597492218,242673
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000826_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000826_rgb_anon.png,fog,0.399393219565394,0.600606780434606,0.8751108646392822,0.9619256258010864,0.1034111976623535,0.0985875576734542,0.2308989465236663,0.9150459170341492,0.254376471042633,-6.199099063873291,6.152379989624023,0.007954129949212,0.0509329326450824,249053,3.7482724874280393,12.319061730522662,11.71856903238222,0.2615116020482995,0.7384883979517005,75219,0.4720459149223497,0.5279540850776503,7582,0.0999319106340408,0.0008706552907824,11.966352234594524,0.0488825961947441,0.951117403805256,0.1900741308927536,0.3160350024700165,0.0460967421531677,0.511522114276886,0.488477885723114,0.5381760597229004,0.5742099285125732,0.513660728931427,0.511522114276886,0.488477885723114,0.511522114276886,0.488477885723114,0.4862259762495863,0.5137740237504136,0.9565754532814026,0.3975704071161992,0.6024295928838008,0.1360588050678997,0.4854152599594868,0.5145847400405132,0.013369345037137,0.0868327566841924,0.0868327566841924,0.092578686773777,0.0111140999943017,0.9131672433158076,0.0868327566841924,0.1085190698504448,0.0609910301864147,221135
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000834_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000834_rgb_anon.png,fog,0.4837061501429595,0.5162938498570405,0.8981524705886841,0.930877149105072,0.1338282227516174,0.1729585379362106,0.2869083881378174,0.8554083704948425,0.4193725287914276,-5.302881240844727,5.217678070068359,0.013447712175548,0.0988161489367485,240487,3.7482724874280393,12.319061730522662,11.71856903238222,0.284194727035494,0.7158052729645059,75237,0.3097465419365156,0.6902534580634845,4169,0.1756717264652252,0.001730190240778,11.966352234594524,0.0993788912892341,0.9006211087107658,0.3498968183994293,0.4309455752372741,0.1023068726062774,0.5255544781684875,0.4744455218315124,0.5907207727432251,0.6220290660858154,0.5191910862922668,0.5255544781684875,0.4744455218315124,0.5255544781684875,0.4744455218315124,0.6060540181336648,0.3939459818663352,0.9475605487823486,0.4004230299605484,0.5995769700394515,0.1162283029250543,0.4835692012473015,0.5164307987526985,0.173822659310786,0.1223478679907053,0.1223478679907053,0.0619576089084148,0.0125495344400405,0.8776521320092947,0.1223478679907053,0.0834390223026275,0.0090732555836439,191270
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000840_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000840_rgb_anon.png,fog,0.3149775645700604,0.6850224354299397,0.8083788752555847,0.943339228630066,0.1290898323059082,0.152530550956726,0.3135274350643158,0.8744279742240906,0.3949736356735229,-5.3726959228515625,5.301209926605225,0.0178589280694723,0.0797196179628372,240104,3.6481712013483047,12.312921753618866,11.726071476005018,0.1817643775794888,0.8182356224205112,80893,0.2941504653648907,0.7058495346351092,5654,0.1563730686903,0.0021770333405584,11.956549482420089,0.1143009737133979,0.885699026286602,0.4612512290477752,0.5606766939163208,0.1732412278652191,0.54320228099823,0.45679771900177,0.6599276065826416,0.7325147390365601,0.5239736437797546,0.54320228099823,0.45679771900177,0.54320228099823,0.45679771900177,0.4223525597797647,0.5776474402202352,0.870131254196167,0.3314688871269085,0.6685311128730915,0.1497045095474196,0.3028951804522129,0.6971048195477871,0.0087447150873221,0.1073749952097045,0.1073749952097045,0.0702820420265197,0.0085296370089054,0.8926250047902955,0.1073749952097045,0.1550869643688202,0.0252723824232816,201313
acdc_b1_skd_fog,2026-07-06 21:28:28,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000845_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000845_rgb_anon.png,fog,0.4450435080685578,0.5549564919314421,0.891786515712738,0.9479717016220092,0.1172828748822212,0.1361204087734222,0.2622053325176239,0.8833605647087097,0.3471825122833252,-6.129336833953857,6.065589427947998,0.0105936545878648,0.0671681091189384,249017,3.6481712013483047,12.312921753618866,11.726071476005018,0.3943384526194572,0.6056615473805428,76059,0.4000923799956949,0.5999076200043051,1819,0.1381720453500747,0.0013000394683331,11.956549482420089,0.0870719328522682,0.9129280671477318,0.3282262086868286,0.4146308302879333,0.0877263769507408,0.5219175219535828,0.4780824780464172,0.582300066947937,0.6117677092552185,0.513704776763916,0.5219175219535828,0.4780824780464172,0.5219175219535828,0.4780824780464172,0.5746329057968854,0.4253670942031146,0.942899525165558,0.5276495561697693,0.4723504438302307,0.133311103550312,0.4610515982364288,0.5389484017635713,0.0609592182407338,0.1295893977283275,0.1295893977283275,0.0694892331957817,0.0183762554079294,0.8704106022716724,0.1295893977283275,0.0980615839362144,0.0314837954938411,209483
