run_id,timestamp,dataset_name,split,domain,student_name,student_backbone,student_ckpt,train_method,image_id,image_path,condition,student_miou,student_risk,student_pixel_acc,student_msp,student_msp_std,student_entropy,student_entropy_std,temp_msp,temp_entropy,energy_score,max_logit,low_conf_frac_050,low_conf_frac_070,n_valid_pixels,student_latency_ms,guardrail_latency_ms,teacher_latency_ms,student_miou_near,student_risk_near,n_near_pixels,student_miou_dynamic,student_risk_dynamic,n_dynamic_pixels,mc_entropy,mc_mutual_info,mc_dropout_latency_ms,guardrailpp_utility_dense_bce,guardrailpp_keep_dense_bce,guardrailpp_utility_dense_bce_q90,guardrailpp_utility_dense_bce_q95,guardrailpp_utility_dense_gap_raw,guardrailpp_utility_dense_gap,guardrailpp_keep_dense_gap,guardrailpp_utility_dense_gap_q90,guardrailpp_utility_dense_gap_q95,guardrailpp_utility_scalar,guardrailpp_utility,guardrailpp_keep,guardrail_risk,guardrail_keep,teacher_miou,teacher_risk,teacher_pixel_acc,teacher_miou_near,teacher_risk_near,teacher_benefit_near,teacher_miou_dynamic,teacher_risk_dynamic,teacher_benefit_dynamic,teacher_gain,teacher_benefit,teacher_gap,student_better_gap,oracle_keep,oracle_fail,disagreement_rate,confident_wrong_teacher_right,n_confident_pixels
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:50,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000761_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000761_rgb_anon.png,fog,0.46474333158695574,0.5352566684130442,0.9648255705833435,0.9870193600654602,0.060587331652641296,0.03910685330629349,0.14990147948265076,0.9571481943130493,0.1614226996898651,-6.8102874755859375,6.794560432434082,0.0030582821927964687,0.015078915283083916,240004,4.102228733245283,13.58158775838092,11.957123235333711,0.3508971410951217,0.6491028589048783,68692,0.9872386641325007,0.01276133586749928,3683,0.04037371650338173,0.0006173282745294273,12.19260273501277,0.5645277500152588,0.4354722499847412,0.7348031997680664,0.7579969167709351,0.09802253544330597,0.5244860053062439,0.4755139946937561,0.5981703400611877,0.638008177280426,0.5178554058074951,0.5244860053062439,0.4755139946937561,0.5244860053062439,0.4755139946937561,0.5375706186848475,0.46242938131515254,0.9719504714012146,0.45436590713144437,0.5456340928685557,0.1034687660363226,0.9945696443117024,0.005430355688297639,0.0073309801792016405,0.07282728709789166,0.07282728709789166,0.018678855150938034,0.011553973890841007,0.9271727129021083,0.07282728709789166,0.03331194445490837,0.01094565074890852,231108
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:50,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000769_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000769_rgb_anon.png,fog,0.4645142161868513,0.5354857838131487,0.8989671468734741,0.9718812704086304,0.09195508062839508,0.07626473903656006,0.21513709425926208,0.9269479513168335,0.2480994313955307,-6.6236748695373535,6.588806629180908,0.007503229659050703,0.037720780819654465,249226,4.102228733245283,13.58158775838092,11.957123235333711,0.3577632285076239,0.6422367714923761,81531,0.5128662667890901,0.4871337332109099,5294,0.07779388874769211,0.0009498830186203122,12.19260273501277,0.558878481388092,0.44112151861190796,0.7668355703353882,0.7997744083404541,0.0804639384150505,0.5201051235198975,0.47989487648010254,0.5564141869544983,0.6073529124259949,0.5277292132377625,0.5201051235198975,0.47989487648010254,0.5201051235198975,0.47989487648010254,0.6853635691051654,0.3146364308948346,0.9608467221260071,0.6232285982148763,0.3767714017851237,0.26546536970725243,0.6755742012034918,0.32442579879650824,0.16270793441440168,0.2208493529183141,0.2208493529183141,0.07146123796701431,0.009581664577126503,0.7791506470816859,0.2208493529183141,0.0860985592007637,0.04695737734436989,229205
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:50,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000775_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000775_rgb_anon.png,fog,0.5158953249330934,0.4841046750669066,0.9069414138793945,0.9742382764816284,0.08075764030218124,0.0691998079419136,0.17568273842334747,0.9312443137168884,0.22424879670143127,-6.687955379486084,6.657279014587402,0.0024777741637080908,0.030041512101888657,249821,4.102228733245283,13.58158775838092,11.957123235333711,0.5144555217432141,0.4855444782567859,82341,0.3105590062111801,0.68944099378882,905,0.0706116184592247,0.0007452453719452024,12.19260273501277,0.5570797920227051,0.4429202079772949,0.7655056715011597,0.8082724809646606,0.06747294217348099,0.5168618559837341,0.48313814401626587,0.5539219379425049,0.5995634198188782,0.5229374766349792,0.5168618559837341,0.48313814401626587,0.5168618559837341,0.48313814401626587,0.6891087084176739,0.3108912915823261,0.9629095196723938,0.6890698008813037,0.31093019911869635,0.17461427913808958,0.6126708074534162,0.3873291925465838,0.30211180124223613,0.17321338348458049,0.17321338348458049,0.06900941580533981,0.013041337952017784,0.8267866165154195,0.17321338348458049,0.0875546932220459,0.05297793447971344,230577
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:50,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000781_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000781_rgb_anon.png,fog,0.4674217784304775,0.5325782215695225,0.8641480207443237,0.9735042452812195,0.08665288239717484,0.06998764723539352,0.19462841749191284,0.9353254437446594,0.20813313126564026,-6.547832489013672,6.515608787536621,0.0048949322663247585,0.03470451757311821,254549,4.102228733245283,13.58158775838092,11.957123235333711,0.33894592458774814,0.6610540754122518,83034,0.4722513089005236,0.5277486910994764,5730,0.0713171511888504,0.001167016918770969,12.19260273501277,0.5740358829498291,0.4259641170501709,0.7588658332824707,0.7862544655799866,0.042632199823856354,0.5106564164161682,0.4893435835838318,0.5362772941589355,0.5671945810317993,0.5211161375045776,0.5106564164161682,0.4893435835838318,0.5106564164161682,0.4893435835838318,0.6402622560907931,0.3597377439092069,0.961158812046051,0.45155990422069303,0.548440095779307,0.11261397963294484,0.3054682955206515,0.6945317044793484,0.0,0.17284047766031563,0.17284047766031563,0.10632137954235077,0.00931058544665575,0.8271595223396844,0.17284047766031563,0.12533541023731232,0.07178579270839691,233696
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:50,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000788_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000788_rgb_anon.png,fog,0.4178281694441855,0.5821718305558146,0.8777323961257935,0.9670796394348145,0.09816376864910126,0.08765646070241928,0.22567041218280792,0.9210435152053833,0.25380739569664,-6.499698162078857,6.4590253829956055,0.007883545942604542,0.043835580348968506,247858,3.7682660040445626,13.383281009737402,11.91489800112322,0.30973083870726714,0.6902691612927329,75477,0.2646268132467274,0.7353731867532727,2978,0.08985661715269089,0.0014374284073710442,12.035961262881756,0.555141031742096,0.44485896825790405,0.7726839184761047,0.7982062697410583,0.0716664120554924,0.5179089307785034,0.4820910692214966,0.5567113757133484,0.6034373641014099,0.5117702484130859,0.5179089307785034,0.4820910692214966,0.5179089307785034,0.4820910692214966,0.5376351220963438,0.4623648779036562,0.9570479393005371,0.36476736959078215,0.6352326304092178,0.05503653088351501,0.23832759280520474,0.7616724071947952,0.0,0.11980695265215835,0.11980695265215835,0.0885426327586174,0.009227056987583637,0.8801930473478417,0.11980695265215835,0.10589127242565155,0.06024416908621788,223497
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:50,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000798_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000798_rgb_anon.png,fog,0.28022138518264383,0.7197786148173562,0.7824612855911255,0.979312002658844,0.07147713750600815,0.06499625742435455,0.17373673617839813,0.9290911555290222,0.254980206489563,-6.077953338623047,6.053398132324219,0.003739919513463974,0.022349916398525238,256690,3.7682660040445626,13.383281009737402,11.91489800112322,0.16369620169190535,0.8363037983080946,83067,0.5256998428623112,0.4743001571376888,26697,0.06733034551143646,0.001065620919689536,12.035961262881756,0.559571385383606,0.44042861461639404,0.7616037726402283,0.7959638237953186,0.10658890753984451,0.5266219973564148,0.4733780026435852,0.6016908884048462,0.6639682650566101,0.5284064412117004,0.5266219973564148,0.4733780026435852,0.5266219973564148,0.4733780026435852,0.572281397443931,0.42771860255606897,0.9550819993019104,0.48823429841150584,0.5117657015884942,0.32453809671960043,0.6386705380312324,0.3613294619687676,0.11297069516892122,0.2920600122612872,0.2920600122612872,0.17712804675102234,0.004507382400333881,0.7079399877387128,0.2920600122612872,0.20473723113536835,0.1398184597492218,242673
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:50,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000826_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000826_rgb_anon.png,fog,0.399393219565394,0.600606780434606,0.8751108646392822,0.9619256258010864,0.10341119766235352,0.09858755767345428,0.23089894652366638,0.9150459170341492,0.25437647104263306,-6.199099063873291,6.152379989624023,0.007954129949212074,0.050932932645082474,249053,3.7682660040445626,13.383281009737402,11.91489800112322,0.26151160204829954,0.7384883979517005,75219,0.47204591492234976,0.5279540850776503,7582,0.09993191063404083,0.0008706552907824516,12.035961262881756,0.5688250660896301,0.4311749339103699,0.754830539226532,0.7863467335700989,0.11854571849107742,0.5296017527580261,0.4703982472419739,0.6110216975212097,0.6666772365570068,0.4867544174194336,0.5296017527580261,0.4703982472419739,0.5296017527580261,0.4703982472419739,0.48622597624958636,0.5137740237504136,0.9565754532814026,0.3975704071161992,0.6024295928838008,0.1360588050678997,0.4854152599594868,0.5145847400405132,0.013369345037137048,0.08683275668419244,0.08683275668419244,0.09257868677377701,0.011114099994301796,0.9131672433158076,0.08683275668419244,0.1085190698504448,0.06099103018641472,221135
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:50,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000834_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000834_rgb_anon.png,fog,0.4837061501429595,0.5162938498570405,0.8981524705886841,0.930877149105072,0.13382822275161743,0.17295853793621063,0.2869083881378174,0.8554083704948425,0.4193725287914276,-5.302881240844727,5.217678070068359,0.013447712175548077,0.0988161489367485,240487,3.7682660040445626,13.383281009737402,11.91489800112322,0.28419472703549403,0.7158052729645059,75237,0.3097465419365156,0.6902534580634845,4169,0.17567172646522522,0.001730190240778029,12.035961262881756,0.5415856838226318,0.45841431617736816,0.6412736177444458,0.7034245133399963,0.20412404835224152,0.5508545637130737,0.44914543628692627,0.6556077003479004,0.6960197687149048,0.48150506615638733,0.5508545637130737,0.44914543628692627,0.5508545637130737,0.44914543628692627,0.6060540181336648,0.3939459818663352,0.9475605487823486,0.4004230299605484,0.5995769700394515,0.11622830292505437,0.4835692012473015,0.5164307987526985,0.173822659310786,0.1223478679907053,0.1223478679907053,0.06195760890841484,0.012549534440040588,0.8776521320092947,0.1223478679907053,0.08343902230262756,0.009073255583643913,191270
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:50,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000840_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000840_rgb_anon.png,fog,0.3149775645700604,0.6850224354299397,0.8083788752555847,0.9433392286300659,0.1290898323059082,0.15253055095672607,0.3135274350643158,0.8744279742240906,0.39497363567352295,-5.3726959228515625,5.301209926605225,0.017858928069472313,0.07971961796283722,240104,3.759445738978684,13.430156221147627,11.890710040461272,0.1817643775794888,0.8182356224205112,80893,0.29415046536489076,0.7058495346351092,5654,0.1563730686903,0.0021770333405584097,12.115834455471486,0.5434828996658325,0.4565171003341675,0.7164464592933655,0.7552295923233032,0.19161026179790497,0.547756552696228,0.452243447303772,0.6390354633331299,0.7011165022850037,0.48636311292648315,0.547756552696228,0.452243447303772,0.547756552696228,0.452243447303772,0.42235255977976477,0.5776474402202352,0.870131254196167,0.33146888712690853,0.6685311128730915,0.14970450954741965,0.3028951804522129,0.6971048195477871,0.008744715087322108,0.1073749952097045,0.1073749952097045,0.07028204202651978,0.00852963700890541,0.8926250047902955,0.1073749952097045,0.1550869643688202,0.02527238242328167,201313
acdc_b1_s42ctl_mit-b1_guard_gt_risk_j9283007,2026-07-11 16:08:51,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,GOPR0476_frame_000845_rgb_anon,/home/manors/Guardrail-Distillation/data/acdc/rgb_anon/fog/val/GOPR0476/GOPR0476_frame_000845_rgb_anon.png,fog,0.44504350806855786,0.5549564919314421,0.891786515712738,0.9479717016220093,0.11728287488222122,0.13612040877342224,0.2622053325176239,0.8833605647087097,0.3471825122833252,-6.129336833953857,6.065589427947998,0.010593654587864876,0.06716810911893845,249017,3.759445738978684,13.430156221147627,11.890710040461272,0.3943384526194572,0.6056615473805428,76059,0.4000923799956949,0.5999076200043051,1819,0.13817204535007477,0.0013000394683331251,12.115834455471486,0.5560814142227173,0.4439185857772827,0.7699612975120544,0.810610294342041,0.17354531586170197,0.5432777404785156,0.4567222595214844,0.6358777284622192,0.6769184470176697,0.47633862495422363,0.5432777404785156,0.4567222595214844,0.5432777404785156,0.4567222595214844,0.5746329057968854,0.4253670942031146,0.9428995251655579,0.5276495561697693,0.4723504438302307,0.13331110355031206,0.4610515982364288,0.5389484017635713,0.0609592182407338,0.12958939772832756,0.12958939772832756,0.06948923319578171,0.01837625540792942,0.8704106022716724,0.12958939772832756,0.09806158393621445,0.03148379549384117,209483
