dataset,backbone,supervision_type,guard_jobid,source_dir,run_id,dataset_name,split,domain,student_name,student_backbone,train_method,class_id,class_name,iou,support_pixels,inter_pixels,union_pixels,teacher_iou,teacher_inter_pixels,teacher_union_pixels
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,8,class_8,0.8483871699817604,5925083,5345797,6301129,0.8823030943258088,5610988,6359479
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,9,class_9,0.4635061331147723,353313,183230,395313,0.5014400587259319,267772,534006
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,10,class_10,0.954345530032281,8453826,8174669,8565733,0.9674891054004356,8250601,8527849
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,11,class_11,0.2862751402438508,47098,33834,118187,0.5283121304162814,36005,68151
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,12,class_12,0.0,2962,0,8663,0.0,0,5482
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,13,class_13,0.698344140331718,587537,511572,732550,0.7981226776938751,532699,667440
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,14,class_14,0.4086389652608462,34271,23632,57831,0.5646026230693527,28111,49789
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,15,class_15,0.5486229206235168,254398,143562,261677,0.3769187695983276,100969,267880
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,16,class_16,0.2154700425263005,50762,41598,193057,0.1815956119494338,38570,212395
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,17,class_17,0.0860350333881738,4504,889,10333,0.1731623088307844,1053,6081
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_rain,acdc,val,rain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,18,class_18,0.1708954158137763,6840,3590,21007,0.3478144633070445,5204,14962
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,0,class_0,0.7230964032361015,3617301,3483535,4817525,0.792757729644292,3451706,4354049
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,1,class_1,0.1204156383875498,1329490,177559,1474551,0.3618120745383192,570777,1577551
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,2,class_2,0.5955213237112761,3947758,3751271,6299138,0.7922786870479107,3782077,4773670
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,3,class_3,0.1780134945536543,389817,81075,455443,0.3230235239578257,163050,504762
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,4,class_4,0.2801715875977493,343024,115473,412151,0.3644982735723772,171542,470625
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,5,class_5,0.298218656430875,229900,98204,329302,0.4384710162124556,134875,307603
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,6,class_6,0.5603788178919765,43472,29704,53007,0.6440721094560473,32905,51089
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,7,class_7,0.3690996453495023,73691,32263,87410,0.5673912089840323,51737,91184
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,8,class_8,0.7065618872941616,5980632,4422096,6258611,0.8128784467689688,5239078,6445094
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,9,class_9,0.0331284659545143,271384,9158,276439,0.1590123472639913,49543,311567
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,10,class_10,0.8806894358473231,7395671,6737652,7650429,0.9574061039989484,7175371,7494595
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,11,class_11,0.3869561572638109,53832,27696,71574,0.5551573792032491,37180,66972
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,12,class_12,0.0,237,0,5405,0.0042776589539179,22,5143
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,13,class_13,0.6481276459047991,529989,451942,697304,0.7833682948258652,471659,602091
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,14,class_14,0.7003799613419123,135043,105805,151068,0.623526798547051,95442,153068
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,15,class_15,0.2633543570601107,139293,38874,147611,0.0160558562887792,2272,141506
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,16,class_16,0.5078538387674927,231632,225836,444687,0.5306718294927236,221746,417859
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,17,class_17,0.368002494932169,11864,4720,12826,0.5916615099009901,7649,12928
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_snow,acdc,val,snow,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,18,class_18,0.2028668126617559,9747,5095,25115,0.3313532309475514,6861,20706
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,0,class_0,0.7331687372748954,17823843,17273976,23560710,0.835525906213655,17205609,20592550
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,1,class_1,0.146982844222867,5952655,957697,6515706,0.4169594095269022,2747750,6589970
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,2,class_2,0.5482207315208769,15790198,14910309,27197638,0.7208052366727794,14550687,20186711
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,3,class_3,0.1404352461621989,1392976,299529,2132862,0.3313821268774897,742856,2241690
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,4,class_4,0.2488357733336499,1643745,461026,1852732,0.3353126534487973,721791,2152591
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,5,class_5,0.312908174908809,972947,415451,1327709,0.444167377291857,611495,1376722
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,6,class_6,0.5037959966334933,178831,116128,230506,0.5865620042366275,127928,218098
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,7,class_7,0.3344187393999384,286302,110815,331366,0.4681045967027964,167610,358061
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,8,class_8,0.7145693531742313,22524854,17126511,23967598,0.7614249156107301,20415369,26812058
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,9,class_9,0.2916478218263839,1214107,402383,1379688,0.3756957025575739,598481,1592994
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,10,class_10,0.7836475080792495,28678785,22965769,29306249,0.8237896967626823,23840099,28939545
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,11,class_11,0.2844746635133725,159137,81795,287530,0.4353265779909812,107446,246817
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,12,class_12,0.0939600426458999,8577,2027,21573,0.1056311103828718,1934,18309
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,13,class_13,0.6769671084937762,1757944,1486131,2195278,0.7827680377242898,1569010,2004438
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,14,class_14,0.6490209901530485,357685,285394,439730,0.6797725820630948,283007,416326
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,15,class_15,0.5207204547737508,466736,254009,487803,0.3617491903614358,175482,485093
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,16,class_16,0.3117838401905299,642098,323877,1038787,0.5321924680765019,557974,1048444
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,17,class_17,0.2342385422696499,32576,9307,39733,0.3797445397310672,14657,38597
acdc,b1,dense_disagree,9257577,paper_eval_acdc_b1_mit-b1_guard_dense_disagree_j9257577,acdc_b1_skd_all,acdc,val,all,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,18,class_18,0.1624625374625374,78833,18214,112112,0.4441224915702964,51500,115959
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,0,class_0,0.8119451692435972,3871000,3840538,4730046,0.9572971354336248,3807478,3977321
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,1,class_1,0.3115216938340466,1161899,388723,1247820,0.8049178444937796,1023152,1271126
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,2,class_2,0.7454002306094297,3647572,3556183,4770837,0.8503032894325895,3512074,4130378
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,3,class_3,0.2763780551926756,330799,101973,368962,0.5634963103724605,215876,383101
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,4,class_4,0.3454038281079274,292216,107480,311172,0.4476089481391708,150688,336651
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,5,class_5,0.3517377678647054,274873,124582,354190,0.5560689022405068,187879,337870
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,6,class_6,0.5690618503118503,47875,35036,61568,0.652931854199683,37492,57421
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,7,class_7,0.4985131380100424,49659,30678,61539,0.5997598723705202,36466,60801
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,8,class_8,0.7843873286933178,5803349,4720621,6018227,0.8667478332136238,5338605,6159352
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,9,class_9,0.4737939972749745,311625,185343,391189,0.5349213513357789,222814,416536
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,10,class_10,0.954354212862938,8177978,8053444,8438632,0.9696079395344964,7997463,8248141
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,11,class_11,0.3053288276579152,13804,5873,19235,0.3060895235479884,8917,29132
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,12,class_12,0.450244335850733,2650,2027,4502,0.4573293172690763,1822,3984
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,13,class_13,0.7778877019417987,496078,443466,570090,0.8287871368379136,462048,557499
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,14,class_14,0.7065701962632065,184379,155957,220724,0.8393848939989786,159442,189951
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,15,class_15,0.912279807275601,73045,71572,78454,0.9583709206686124,72242,75380
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,16,class_16,0.8142579191698526,49085,47709,58592,0.8353266983989615,48261,57775
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,17,class_17,0.6011053315994799,5786,3698,6152,0.6498311082515683,4040,6217
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_fog,acdc,val,fog,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,18,class_18,0.4784641068447412,4173,2866,5990,0.50908824391674,3473,6822
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,0,class_0,0.7015629000531294,6775272,6677663,9518267,0.8089976534863712,6659841,8232213
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,1,class_1,0.0921024311470187,2203590,224658,2439219,0.2931383724787295,696376,2375588
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,2,class_2,0.3774556246693323,4815249,4476803,11860475,0.54155741606207,4077975,7530088
acdc,b1,dense_gap,9258122,paper_eval_acdc_b1_mit-b1_guard_dense_gap_j9258122,acdc_b1_skd_dense_gap_night,acdc,val,night,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,skd,3,class_3,0.0366611957098442,508420,29574,806684,0.294982881236102,275791,934939
