run_id,timestamp,dataset_name,split,domain,student_name,student_backbone,student_ckpt,train_method,image_id,image_path,condition,student_miou,student_risk,student_pixel_acc,student_msp,student_msp_std,student_entropy,student_entropy_std,temp_msp,temp_entropy,energy_score,max_logit,low_conf_frac_050,low_conf_frac_070,n_valid_pixels,student_latency_ms,guardrail_latency_ms,teacher_latency_ms,student_miou_near,student_risk_near,n_near_pixels,student_miou_dynamic,student_risk_dynamic,n_dynamic_pixels,mc_entropy,mc_mutual_info,mc_dropout_latency_ms,guardrailpp_utility_dense_bce,guardrailpp_keep_dense_bce,guardrailpp_utility_dense_bce_q90,guardrailpp_utility_dense_bce_q95,guardrailpp_utility_dense_gap_raw,guardrailpp_utility_dense_gap,guardrailpp_keep_dense_gap,guardrailpp_utility_dense_gap_q90,guardrailpp_utility_dense_gap_q95,guardrailpp_utility_scalar,guardrailpp_utility,guardrailpp_keep,guardrail_risk,guardrail_keep,teacher_miou,teacher_risk,teacher_pixel_acc,teacher_miou_near,teacher_risk_near,teacher_benefit_near,teacher_miou_dynamic,teacher_risk_dynamic,teacher_benefit_dynamic,teacher_gain,teacher_benefit,teacher_gap,student_better_gap,oracle_keep,oracle_fail,disagreement_rate,confident_wrong_teacher_right,n_confident_pixels
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:30,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000000,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/035471_leftImg8bit.png,,0.27023801366306155,0.7297619863369385,0.8803254961967468,0.9307592511177063,0.13239528238773346,0.1858111172914505,0.30424070358276367,0.849611759185791,0.4349537193775177,-5.888983726501465,5.803493499755859,0.018876133486628532,0.08748383074998856,363210,10.084115259815007,69.02186025399715,33.4689014707692,1.0,0.0,84252,0.20510487190016222,0.7948951280998378,19023,0.18840427696704865,0.0015851386124268174,32.961566757876426,0.4730026423931122,0.5269973576068878,0.5206731557846069,0.6677961349487305,0.3157099187374115,0.5782783627510071,0.4217216372489929,0.7098042368888855,0.7526960968971252,0.5286786556243896,0.5782783627510071,0.4217216372489929,0.5782783627510071,0.4217216372489929,0.3503308382446666,0.6496691617553334,0.9052944779396057,1.0,0.0,0.0,0.22518518902330806,0.7748148109766919,0.02008031712314584,0.08009282458160505,0.08009282458160505,0.04393601790070534,0.01896698959171772,0.919907175418395,0.08009282458160505,0.0822279155254364,0.006208529695868492,288426
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:30,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000001,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/038937_leftImg8bit.png,,0.25524880637323827,0.7447511936267617,0.8601183891296387,0.94108647108078,0.13410261273384094,0.15184621512889862,0.31598323583602905,0.8857048749923706,0.3382207751274109,-5.850231170654297,5.775529861450195,0.019343595951795578,0.09001462906599045,400546,10.084115259815007,69.02186025399715,33.4689014707692,0.4818165551610429,0.5181834448389571,105053,0.27534235490486497,0.724657645095135,18064,0.1536652147769928,0.0013970735017210245,32.961566757876426,0.47608932852745056,0.5239106714725494,0.5495008230209351,0.6994016170501709,0.19140078127384186,0.5477046370506287,0.45229536294937134,0.662799060344696,0.7528543472290039,0.527988851070404,0.5477046370506287,0.45229536294937134,0.5477046370506287,0.45229536294937134,0.3179692840302668,0.6820307159697332,0.8837661147117615,0.24999757029146782,0.7500024297085321,0.0,0.2829836644712284,0.7170163355287715,0.007641309566363441,0.06272047765702848,0.06272047765702848,0.052777957171201706,0.0291302353143692,0.9372795223429715,0.06272047765702848,0.09590908139944077,0.010161129757761955,332053
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:30,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000002,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/107588_leftImg8bit.png,,0.41141665378662107,0.5885833462133789,0.9518111348152161,0.9708501696586609,0.08914404362440109,0.0842958316206932,0.21576230227947235,0.9202693104743958,0.2665371000766754,-6.562702655792236,6.527284622192383,0.0071822586469352245,0.03486035019159317,401545,10.084115259815007,69.02186025399715,33.4689014707692,0.957751911790751,0.04224808820924897,107562,0.048,0.952,4795,0.08578579127788544,0.000683990481775254,32.961566757876426,0.4606514275074005,0.5393485724925995,0.505301833152771,0.5656816959381104,0.15529489517211914,0.5387458801269531,0.4612541198730469,0.6342268586158752,0.6988254189491272,0.5309755206108093,0.5387458801269531,0.4612541198730469,0.5387458801269531,0.4612541198730469,0.46409504819343544,0.5359049518065646,0.9314522743225098,0.9750352155242927,0.02496478447570727,0.0172833037335417,0.27564122578374733,0.7243587742162527,0.22764122578374724,0.05267839440681432,0.05267839440681432,0.01893685571849346,0.03929572179913521,0.9473216055931857,0.05267839440681432,0.06722284853458405,0.005279607605189085,367216
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:30,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000003,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/171342_leftImg8bit.png,,0.3857862545981933,0.6142137454018066,0.8812428116798401,0.9621840119361877,0.09954366832971573,0.09647859632968903,0.21186092495918274,0.9128743410110474,0.26092657446861267,-6.076034069061279,6.030348300933838,0.005363497883081436,0.04770531877875328,432740,10.084115259815007,69.02186025399715,33.4689014707692,0.9039757258723968,0.09602427412760317,107651,0.2421691731968539,0.7578308268031461,110091,0.09794026613235474,0.001158396597020328,32.961566757876426,0.4884282946586609,0.5115717053413391,0.5707904100418091,0.6484186053276062,0.1310446411371231,0.5327143669128418,0.4672856330871582,0.6071772575378418,0.6544873714447021,0.5172713994979858,0.5327143669128418,0.4672856330871582,0.5327143669128418,0.4672856330871582,0.5587540020129694,0.44124599798703057,0.9516823291778564,0.9418957306891614,0.05810426931083856,0.03792000481676461,0.6251972679629889,0.3748027320370111,0.383028094766135,0.17296774741477605,0.17296774741477605,0.07818551361560822,0.00774599052965641,0.827032252585224,0.17296774741477605,0.09158386290073395,0.05061237886548042,382579
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:31,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000004,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/222715_leftImg8bit.png,,0.3748031395393285,0.6251968604606715,0.892717182636261,0.9569813013076782,0.11129145324230194,0.11468637734651566,0.257569819688797,0.9012963771820068,0.30868643522262573,-6.064198017120361,6.010745525360107,0.012567546218633652,0.055887166410684586,389177,9.590303234290332,22.34201121609658,33.373955462593585,0.788743999374246,0.211256000625754,95380,0.4034204166091682,0.5965795833908318,123367,0.1171141192317009,0.00169752340298146,32.876413490157574,0.47760820388793945,0.5223917961120605,0.54322749376297,0.6234087944030762,0.17503461241722107,0.543647289276123,0.45635271072387695,0.6332451105117798,0.697992205619812,0.544955849647522,0.543647289276123,0.45635271072387695,0.543647289276123,0.45635271072387695,0.41334846793426033,0.5866515320657397,0.9108888506889343,0.8843145896855721,0.11568541031442792,0.09557059031132609,0.4644917028219548,0.5355082971780452,0.06107128621278668,0.038545328394931744,0.038545328394931744,0.03401537239551544,0.015843691304326057,0.9614546716050683,0.038545328394931744,0.0710807666182518,0.0060152579098939896,339802
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:31,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000005,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/372819_leftImg8bit.png,,0.26954687482827694,0.730453125171723,0.893838107585907,0.941276490688324,0.12902487814426422,0.15560056269168854,0.2968585193157196,0.8681917190551758,0.41103801131248474,-5.702939510345459,5.629637718200684,0.015311225317418575,0.08529715240001678,363916,9.590303234290332,22.34201121609658,33.373955462593585,0.5667079719124328,0.43329202808756717,96113,0.0007902298850574713,0.9992097701149425,12684,0.15808449685573578,0.0012713109608739614,32.876413490157574,0.48413196206092834,0.5158680379390717,0.5867339372634888,0.6993721723556519,0.301914781332016,0.5749105215072632,0.4250894784927368,0.7200488448143005,0.7614468336105347,0.5426234006881714,0.5749105215072632,0.4250894784927368,0.5749105215072632,0.4250894784927368,0.43514688313372457,0.5648531168662754,0.9339847564697266,0.3124741842213961,0.6875258157786039,0.0,0.18287413325986132,0.8171258667401387,0.18208390337480385,0.16560000830544763,0.16560000830544763,0.06874388456344604,0.028597258031368256,0.8343999916945524,0.16560000830544763,0.10716483741998672,0.025401465594768524,301961
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:31,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000006,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/500688_leftImg8bit.png,,0.44779458216182266,0.5522054178381773,0.8494935035705566,0.9383441209793091,0.12847352027893066,0.1553914099931717,0.2716880440711975,0.8615816831588745,0.4228086769580841,-4.52734899520874,4.451284408569336,0.014155167154967785,0.08718476444482803,365167,9.590303234290332,22.34201121609658,33.373955462593585,0.8347517047016033,0.16524829529839669,77466,0.5432744904317004,0.4567255095682996,148251,0.1585879921913147,0.0023088250309228897,32.876413490157574,0.46843722462654114,0.5315627753734589,0.5087271928787231,0.5500636100769043,0.17471036314964294,0.5435668230056763,0.45643317699432373,0.637490451335907,0.6955885887145996,0.5054504871368408,0.5435668230056763,0.45643317699432373,0.5435668230056763,0.45643317699432373,0.3926541649067061,0.6073458350932939,0.8915427923202515,0.6780643890867764,0.32193561091322365,0.0,0.6778690759913637,0.3221309240086363,0.1345945855596633,0.0,0.0,0.06246183440089226,0.02041257917881012,1.0,0.0,0.10861057788133621,0.013054301030933857,298412
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:31,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000007,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/507161_leftImg8bit.png,,0.25983773633579627,0.7401622636642038,0.939877986907959,0.9622350335121155,0.10333061218261719,0.09862197935581207,0.22649629414081573,0.912140429019928,0.2693404257297516,-6.429196357727051,6.38280725479126,0.009340772405266762,0.050458334386348724,396327,9.590303234290332,22.34201121609658,33.373955462593585,1.0,0.0,111912,0.0185361216730038,0.9814638783269962,1271,0.09977180510759354,0.0006735578062944114,32.876413490157574,0.4769943952560425,0.5230056047439575,0.6253390312194824,0.7236365675926208,0.16979531943798065,0.5423471331596375,0.45765286684036255,0.647472083568573,0.6968846321105957,0.5244324803352356,0.5423471331596375,0.45765286684036255,0.5423471331596375,0.45765286684036255,0.28455932866765266,0.7154406713323473,0.9468721747398376,1.0,0.0,0.0,0.01811248808388942,0.9818875119161106,0.0,0.024721592331856446,0.024721592331856446,0.014626811258494854,0.0076325866393744946,0.9752784076681436,0.024721592331856446,0.03230918198823929,0.0007039641495794058,352931
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:31,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000008,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/638495_leftImg8bit.png,,0.29864841929719904,0.701351580702801,0.87525475025177,0.9260112047195435,0.1389419436454773,0.19229348003864288,0.3083619773387909,0.8359631299972534,0.49416032433509827,-4.611242771148682,4.519281387329102,0.0192435123026371,0.10133173316717148,401434,9.589145716745406,22.431262012105435,33.365675539243966,0.4701703234854496,0.5298296765145504,108382,0.1351064240558162,0.8648935759441838,16844,0.1956448256969452,0.0019713633228093386,32.81823522411287,0.48134884238243103,0.518651157617569,0.5986872911453247,0.6668780446052551,0.30923032760620117,0.5766974091529846,0.4233025908470154,0.7132391333580017,0.7827802300453186,0.5266339778900146,0.5766974091529846,0.4233025908470154,0.5766974091529846,0.4233025908470154,0.28640462786470816,0.7135953721352919,0.8904054164886475,0.4581572585853739,0.5418427414146261,0.0,0.09414608799984601,0.905853912000154,0.0,0.0,0.0,0.04288376495242119,0.027733078226447105,1.0,0.0,0.08385936915874481,0.0035697028506547213,314969
idd_b1_mit-b1_guard_gt_risk_s256_j13387385,2026-07-10 23:15:31,idd,val,in_domain,student_skd,/scratch/gautschi/manors/hf_cache/hub/models--nvidia--mit-b1/snapshots/13ddceec4e8bdf401e7cd7acf5aebc526222518c,runs/mit-b1_skd_j9200315/student_skd.ckpt,skd,img_000009,/home/manors/Guardrail-Distillation/data/idd/leftImg8bit/val/119/763431_leftImg8bit.png,,0.22861058380578045,0.7713894161942195,0.8416866064071655,0.9409130811691284,0.14086589217185974,0.16162076592445374,0.35359713435173035,0.8723025321960449,0.4235246181488037,-3.7993695735931396,3.721863031387329,0.03136516734957695,0.08626776933670044,387213,9.589145716745406,22.431262012105435,33.365675539243966,0.49781196011418666,0.5021880398858134,84404,0.24953092927995948,0.7504690707200405,221182,0.16558653116226196,0.0030924410093575716,32.81823522411287,0.4635760486125946,0.5364239513874054,0.48247459530830383,0.5070781111717224,0.1792159229516983,0.5446844696998596,0.4553155303001404,0.6428757905960083,0.7468746900558472,0.5026714205741882,0.5446844696998596,0.4553155303001404,0.5446844696998596,0.4553155303001404,0.30621369194625164,0.6937863080537483,0.8898797631263733,0.4989328965845275,0.5010671034154726,0.0011209364703408387,0.24713240014829685,0.7528675998517032,0.0,0.07760310814047122,0.07760310814047122,0.09267767518758774,0.04448455944657326,0.9223968918595288,0.07760310814047122,0.16921694576740265,0.05535971373319626,326546
